9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
1.921568627450980504e-01,5.098039215686274161e-01,7.411764705882353255e-01
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
9.019607843137255054e-01,3.333333333333333148e-01,5.098039215686274439e-02
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
1.921568627450980504e-01,6.392156862745097534e-01,3.294117647058823484e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.588235294117646856e-01,4.196078431372549100e-01,6.941176470588235059e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
4.196078431372549100e-01,6.823529411764706065e-01,8.392156862745098200e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
9.921568627450980671e-01,5.529411764705882693e-01,2.352941176470588203e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
4.549019607843137192e-01,7.686274509803922017e-01,4.627450980392157076e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
6.196078431372549211e-01,6.039215686274509443e-01,7.843137254901960675e-01
